loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment,Good vs Bad Loan
Fully Paid,8/14/2021,996547,Debt Consolidation,B3, 36 months,Verified,50000,0.1368,596.58,0.1099,18225,27,21477,Good Loan
Fully Paid,5/13/2021,866056,Debt Consolidation,B3, 36 months,Verified,119000,0.1884,285.49,0.1037,8800,21,10051,Good Loan
Fully Paid,5/14/2021,903999,Debt Consolidation,B3, 36 months,Verified,43000,0.1984,215.74,0.1037,6650,17,7766,Good Loan
Fully Paid,7/13/2021,956555,Debt Consolidation,B3, 36 months,Verified,146990.04,0.1549,916.56,0.1099,28000,30,32370,Good Loan
Fully Paid,2/12/2021,456489,Debt Consolidation,B3, 36 months,Verified,72800,0.0638,759.31,0.1158,23000,33,27228,Good Loan
Fully Paid,5/14/2021,894463,Debt Consolidation,B4, 36 months,Verified,45192,0.098,381.61,0.1074,11700,22,13738,Good Loan
Fully Paid,7/10/2021,485554,Debt Consolidation,B4, 36 months,Verified,143500,0.0732,663.28,0.1189,20000,29,21919,Good Loan
Fully Paid,4/12/2021,492751,Debt Consolidation,B4, 36 months,Verified,105996,0.1544,643.39,0.1189,19400,25,23099,Good Loan
Fully Paid,8/14/2021,989145,Debt Consolidation,B5, 36 months,Verified,57000,0.1379,573.7,0.1199,20000,16,20653,Good Loan
Fully Paid,3/13/2021,791956,Debt Consolidation,B2, 36 months,Verified,81120,0.1476,466.78,0.0925,24000,32,16613,Good Loan
Fully Paid,8/11/2021,959637,Debt Consolidation,B2, 36 months,Verified,43200,0.1858,358,0.1059,11000,15,11097,Good Loan
Fully Paid,9/14/2021,1027190,Debt Consolidation,B3, 36 months,Verified,92000,0.1295,360.08,0.1099,11000,26,12963,Good Loan
Fully Paid,9/11/2021,995051,Debt Consolidation,B3, 36 months,Verified,55000,0.1835,130.94,0.1099,4000,24,4037,Good Loan
Fully Paid,11/13/2021,1074571,Debt Consolidation,B3, 36 months,Verified,56900,0.1704,366.63,0.1099,11200,12,12986,Good Loan
Fully Paid,6/14/2021,945258,Debt Consolidation,B3, 36 months,Verified,59000,0.1692,458.28,0.1099,14000,39,16498,Good Loan
Fully Paid,1/13/2022,789867,Debt Consolidation,B2, 36 months,Verified,29004,0.0496,159.59,0.0925,5000,10,5745,Good Loan
Fully Paid,10/12/2021,908796,Debt Consolidation,B2, 36 months,Verified,53004,0.1877,161.34,0.1,5000,22,5567,Good Loan
Fully Paid,10/13/2021,740969,Debt Consolidation,B3, 36 months,Verified,36000,0.2187,163.98,0.1112,5000,20,5904,Good Loan
Fully Paid,10/12/2021,779620,Debt Consolidation,B4, 36 months,Verified,62004,0.0341,129.05,0.0999,4000,16,4538,Good Loan
Fully Paid,2/12/2021,872913,Debt Consolidation,B2, 36 months,Verified,96000,0.1309,375.11,0.1,11625,24,12433,Good Loan
Fully Paid,12/12/2021,646357,Debt Consolidation,B3, 36 months,Verified,50000,0.0434,651.2,0.1062,20000,30,23358,Good Loan
Fully Paid,4/12/2021,836614,Debt Consolidation,B4, 36 months,Verified,130000,0.143,815.4,0.1074,25000,29,27482,Good Loan
Fully Paid,9/12/2021,1054604,Debt Consolidation,B2, 36 months,Verified,80000,0.2652,715.99,0.1059,22000,39,23857,Good Loan
Fully Paid,5/13/2021,636908,Debt Consolidation,B4, 36 months,Verified,56000,0.0662,392.83,0.1099,12000,25,14142,Good Loan
Fully Paid,2/14/2021,830060,Debt Consolidation,B5, 36 months,Verified,124000,0.1192,389.24,0.1036,12000,28,14013,Good Loan
Fully Paid,1/11/2022,989247,Debt Consolidation,B3, 36 months,Verified,80000,0.2471,549.94,0.1099,16800,27,17536,Good Loan
Fully Paid,9/14/2021,1048428,Debt Consolidation,B4, 36 months,Verified,88560,0.1122,329.72,0.1149,10000,20,11870,Good Loan
Fully Paid,9/12/2021,769946,Debt Consolidation,B5, 36 months,Verified,68000,0.1364,324.37,0.1036,10000,20,11357,Good Loan
Fully Paid,9/11/2021,716949,Debt Consolidation,B4, 36 months,Verified,85000,0.1135,263.78,0.1149,8000,15,8645,Good Loan
Fully Paid,6/13/2021,647683,Debt Consolidation,B4, 36 months,Verified,200000,0.1329,589.24,0.1099,18000,55,21213,Good Loan
Fully Paid,11/11/2021,681455,Debt Consolidation,B2, 36 months,Verified,60000,0.1366,391.45,0.1075,12000,39,13303,Good Loan
Fully Paid,11/14/2021,1186270,Debt Consolidation,B3, 36 months,Verified,100000,0.1676,496.14,0.1171,15000,32,17861,Good Loan
Fully Paid,1/14/2022,1255401,Debt Consolidation,B1, 36 months,Verified,65000,0.1999,547.83,0.0991,17000,14,19722,Good Loan
Fully Paid,8/12/2021,498744,Debt Consolidation,B2, 36 months,Verified,110500,0.0938,402.58,0.1126,12250,25,14493,Good Loan
Fully Paid,4/14/2021,868201,Debt Consolidation,B3, 36 months,Verified,110000,0.067,583.95,0.1037,18000,21,21022,Good Loan
Fully Paid,10/10/2021,485636,Debt Consolidation,B5, 36 months,Verified,46464,0.0788,499.73,0.1221,15000,6,16802,Good Loan
Fully Paid,4/12/2021,405836,Debt Consolidation,B5, 36 months,Verified,61776,0.2059,399.78,0.1221,12000,21,14392,Good Loan
Fully Paid,8/13/2021,1084690,Debt Consolidation,B1, 36 months,Verified,40000,0.1008,258.1,0.0999,8000,11,9076,Good Loan
Fully Paid,8/12/2021,717038,Debt Consolidation,B1, 36 months,Verified,91000,0.0868,486.69,0.1038,15000,17,17054,Good Loan
Fully Paid,8/14/2021,784343,Debt Consolidation,B1, 36 months,Verified,75912,0.0811,722.68,0.0999,22400,20,26016,Good Loan
Fully Paid,12/13/2021,779755,Debt Consolidation,B1, 36 months,Verified,95004,0.1597,596,0.0888,24250,16,21457,Good Loan
Fully Paid,6/13/2021,1088936,Debt Consolidation,B1, 36 months,Verified,130000,0.0628,1129.19,0.0999,35000,32,39437,Good Loan
Fully Paid,2/14/2021,824486,Debt Consolidation,B1, 36 months,Verified,175000,0.1309,761.86,0.0888,24000,38,27428,Good Loan
Fully Paid,9/14/2021,1032460,Debt Consolidation,B1, 36 months,Verified,225000,0.0772,258.1,0.0999,8000,32,9292,Good Loan
Fully Paid,9/13/2021,730484,Debt Consolidation,B1, 36 months,Verified,90474,0.0964,486.69,0.1038,15000,62,17442,Good Loan
Fully Paid,2/14/2021,900514,Debt Consolidation,B2, 36 months,Verified,69996,0.113,322.68,0.1,10000,15,11408,Good Loan
Fully Paid,5/13/2021,636399,Debt Consolidation,B2, 36 months,Verified,82800,0.1391,582.93,0.1025,18000,20,20986,Good Loan
Fully Paid,5/13/2021,983140,Debt Consolidation,B2, 36 months,Verified,130000,0.1849,492.08,0.1114,15000,32,17260,Good Loan
Fully Paid,4/12/2021,820670,Debt Consolidation,B2, 36 months,Verified,45000,0.2445,127.67,0.0925,4000,24,4341,Good Loan
Fully Paid,1/11/2022,368343,Debt Consolidation,B3, 36 months,Verified,32004,0.2148,246.57,0.1083,10000,11,8877,Good Loan
Fully Paid,2/14/2021,811072,Debt Consolidation,B3, 36 months,Verified,89000,0.0086,320.9,0.0962,10000,38,11552,Good Loan
Fully Paid,9/12/2021,846283,Debt Consolidation,B3, 36 months,Verified,103000,0.0774,207.63,0.1037,6400,37,7147,Good Loan
Fully Paid,5/14/2021,962122,Debt Consolidation,B3, 36 months,Verified,85000,0.2965,523.75,0.1099,16000,40,18841,Good Loan
Fully Paid,10/11/2021,593735,Debt Consolidation,B3, 36 months,Verified,130000,0.1619,828.35,0.1183,25000,62,28773,Good Loan
Fully Paid,1/14/2022,1252995,Debt Consolidation,B3, 36 months,Verified,102000,0.1555,826.9,0.1171,25000,57,29768,Good Loan
Fully Paid,4/14/2021,874663,Debt Consolidation,B4, 36 months,Verified,134748,0.0572,587.09,0.1074,18000,24,21135,Good Loan
Fully Paid,1/13/2022,1283529,Debt Consolidation,B4, 36 months,Verified,120000,0.1014,534.65,0.1242,16000,26,18837,Good Loan
Fully Paid,10/11/2021,647044,Debt Consolidation,B4, 36 months,Verified,77533.82,0.0822,818.38,0.1099,25000,40,28124,Good Loan
Fully Paid,9/13/2021,1073761,Debt Consolidation,B4, 36 months,Verified,119004,0.1715,164.86,0.1149,5000,47,5798,Good Loan
Fully Paid,5/12/2021,524973,Debt Consolidation,B4, 36 months,Verified,106226,0.1384,666,0.1218,20000,39,23877,Good Loan
Fully Paid,5/14/2021,902892,Debt Consolidation,B4, 36 months,Verified,69000,0.1744,234.84,0.1074,7200,22,8454,Good Loan
Fully Paid,7/12/2021,460920,Debt Consolidation,B5, 36 months,Verified,69996,0.1901,374.8,0.1221,11250,22,13492,Good Loan
Fully Paid,6/13/2021,657216,Debt Consolidation,B5, 36 months,Verified,48000,0.0638,658.23,0.1136,20000,39,23697,Good Loan
Fully Paid,10/14/2021,1087063,Debt Consolidation,B5, 36 months,Verified,121000,0.1259,451.65,0.1199,13600,38,16259,Good Loan
Fully Paid,6/13/2021,843230,Debt Consolidation,B5, 36 months,Verified,92000,0.1594,524.66,0.1111,16000,35,18678,Good Loan
Fully Paid,4/12/2021,665034,Debt Consolidation,B5, 36 months,Verified,77052,0.1123,798.1,0.1136,24250,48,27655,Good Loan
Fully Paid,7/11/2021,829749,Debt Consolidation,B5, 36 months,Verified,85000,0.242,655.82,0.1111,20000,50,20543,Good Loan
Fully Paid,6/13/2021,657826,Debt Consolidation,B5, 36 months,Verified,105000,0.2407,394.94,0.1136,12000,39,14219,Good Loan
Fully Paid,12/14/2021,1224829,Debt Consolidation,B1, 36 months,Verified,58000,0.2441,483.38,0.0991,15000,16,17401,Good Loan
Fully Paid,8/13/2021,702460,Debt Consolidation,B2, 36 months,Verified,39996,0.0165,326.21,0.1075,10000,21,11744,Good Loan
Fully Paid,9/11/2021,643888,Debt Consolidation,B2, 36 months,Verified,85000,0.0806,242.89,0.1025,7500,31,8324,Good Loan
Fully Paid,10/12/2021,1200284,Debt Consolidation,B2, 36 months,Verified,70000,0.1921,977.2,0.1065,30000,41,32011,Good Loan
Fully Paid,4/14/2021,855013,Debt Consolidation,B2, 36 months,Verified,53851,0.1197,387.21,0.1,12000,32,13940,Good Loan
Fully Paid,6/13/2021,652916,Debt Consolidation,B3, 36 months,Verified,80004,0.0903,618.64,0.1062,19000,17,22273,Good Loan
Fully Paid,1/13/2022,970362,Debt Consolidation,B5, 36 months,Verified,85000,0.0306,278.97,0.1199,8400,7,9986,Good Loan
Fully Paid,4/13/2021,1173353,Debt Consolidation,B2, 36 months,Verified,72000,0.2248,456.03,0.1065,14000,21,15620,Good Loan
Fully Paid,7/14/2021,1270080,Debt Consolidation,B2, 36 months,Verified,112800,0.1435,1140.07,0.1065,35000,35,40835,Good Loan
Fully Paid,8/12/2021,826640,Debt Consolidation,B3, 36 months,Verified,85000,0.087,641.79,0.0962,20000,22,22184,Good Loan
Fully Paid,9/12/2021,503997,Debt Consolidation,B3, 36 months,Verified,50004,0.1246,660.27,0.1158,20000,11,23770,Good Loan
Fully Paid,5/13/2021,643472,Debt Consolidation,B3, 36 months,Verified,30000,0.1208,146.52,0.1062,4500,12,5275,Good Loan
Fully Paid,11/13/2021,754270,Debt Consolidation,B3, 36 months,Verified,55000,0.2273,98.39,0.1112,3000,31,3543,Good Loan
Fully Paid,11/13/2021,1103043,Debt Consolidation,B3, 36 months,Verified,47500,0.1177,454.8,0.1171,13750,21,16044,Good Loan
Fully Paid,9/12/2021,898994,Debt Consolidation,B3, 36 months,Verified,35000,0.1862,129.77,0.1037,4000,37,4451,Good Loan
Fully Paid,9/14/2021,1030969,Debt Consolidation,B4, 36 months,Verified,92000,0.2474,791.32,0.1149,24000,33,28487,Good Loan
Fully Paid,3/12/2021,771912,Debt Consolidation,B5, 36 months,Verified,110000,0.2411,810.92,0.1036,25000,25,27678,Good Loan
Fully Paid,9/14/2021,1029586,Debt Consolidation,B1, 36 months,Verified,199000,0,483.94,0.0999,15000,16,17422,Good Loan
Fully Paid,6/14/2021,1069032,Debt Consolidation,B2, 36 months,Verified,145000,0.1678,195.27,0.1059,6000,34,7013,Good Loan
Fully Paid,8/9/2021,484796,Debt Consolidation,B2, 36 months,Verified,42000,0.1206,492.95,0.1126,15000,48,15141,Good Loan
Fully Paid,4/12/2021,704412,Debt Consolidation,B3, 36 months,Verified,80000,0.1444,787.1,0.1112,24000,26,27282,Good Loan
Fully Paid,6/14/2021,948345,Debt Consolidation,B5, 36 months,Verified,100000,0.1241,830.24,0.1199,25000,25,29889,Good Loan
Fully Paid,1/14/2022,1287488,Debt Consolidation,B5, 36 months,Verified,44000,0.1456,335.45,0.1269,10000,10,12076,Good Loan
Fully Paid,9/13/2021,1188406,Debt Consolidation,B1, 36 months,Verified,40058,0.0075,193.35,0.0991,6000,9,6739,Good Loan
Fully Paid,5/12/2021,980459,Debt Consolidation,B1, 36 months,Verified,65000,0.07,683.97,0.0999,21200,32,22771,Good Loan
Fully Paid,2/13/2021,741774,Debt Consolidation,B1, 36 months,Verified,99996,0.1498,389.36,0.1038,12000,10,13901,Good Loan
Fully Paid,9/12/2021,506499,Debt Consolidation,B1, 36 months,Verified,41004,0.17,523.42,0.1095,16000,20,18843,Good Loan
Fully Paid,1/14/2022,1251395,Debt Consolidation,B3, 36 months,Verified,55000,0.1447,102.54,0.1171,3100,18,3707,Good Loan
Fully Paid,8/13/2021,689368,Debt Consolidation,B3, 36 months,Verified,63834.24,0.0944,557.53,0.1112,17000,30,20073,Good Loan
Fully Paid,7/12/2021,736901,Debt Consolidation,B3, 36 months,Verified,140000,0.1675,655.92,0.1112,20000,42,22920,Good Loan
Fully Paid,1/13/2022,804940,Debt Consolidation,B4, 36 months,Verified,50000,0.096,387.15,0.0999,12000,13,13939,Good Loan
Fully Paid,5/13/2021,1233824,Debt Consolidation,B4, 36 months,Verified,100800,0.186,735.14,0.1242,22000,26,25119,Good Loan
Fully Paid,11/11/2021,740268,Debt Consolidation,B5, 36 months,Verified,90000,0.1603,828.69,0.1186,25000,13,27747,Good Loan
Fully Paid,9/12/2021,509308,Debt Consolidation,B5, 36 months,Verified,38000,0.0714,333.15,0.1221,10000,14,12010,Good Loan
Fully Paid,12/11/2021,417380,Debt Consolidation,B5, 36 months,Verified,86000,0.1074,533.04,0.1221,16000,29,19110,Good Loan
Fully Paid,5/12/2021,1188628,Debt Consolidation,B1, 36 months,Verified,82600,0.1217,626.78,0.0991,19450,39,20216,Good Loan
Fully Paid,8/12/2021,502263,Debt Consolidation,B2, 36 months,Verified,90730,0.0804,262.91,0.1126,8000,18,9465,Good Loan
Fully Paid,5/13/2021,645754,Debt Consolidation,B2, 36 months,Verified,90000,0.0715,178.12,0.1025,5500,37,6413,Good Loan
Fully Paid,8/13/2021,692633,Debt Consolidation,B3, 36 months,Verified,83004,0.1598,819.89,0.1112,25000,27,29519,Good Loan
Fully Paid,7/12/2021,1025902,Debt Consolidation,B3, 36 months,Verified,78000,0.0726,654.68,0.1099,20000,31,21633,Good Loan
Fully Paid,11/14/2021,911775,Debt Consolidation,B4, 36 months,Verified,158000,0.1216,701.73,0.1242,21000,37,25262,Good Loan
Fully Paid,9/14/2021,1041971,Debt Consolidation,B4, 36 months,Verified,85000,0.1177,791.32,0.1149,24000,38,28487,Good Loan
Fully Paid,6/12/2021,1076450,Debt Consolidation,B4, 36 months,Verified,135000,0.1708,743.49,0.1242,22250,28,23749,Good Loan
Fully Paid,11/14/2021,1089800,Debt Consolidation,B5, 36 months,Verified,28800,0.1321,166.05,0.1199,5000,7,5993,Good Loan
Fully Paid,6/13/2021,456577,Debt Consolidation,B1, 36 months,Verified,200000,0.0374,483.16,0.0988,15000,18,17396,Good Loan
Fully Paid,8/14/2021,1252259,Debt Consolidation,B1, 36 months,Verified,110000,0.2364,966.75,0.0991,30000,47,34685,Good Loan
Fully Paid,9/14/2021,1044546,Debt Consolidation,B2, 36 months,Verified,74400,0.1702,390.54,0.1059,12000,47,14059,Good Loan
Fully Paid,11/14/2021,1240323,Debt Consolidation,B2, 36 months,Verified,90000,0.1741,1140.07,0.1065,35000,42,41039,Good Loan
Fully Paid,10/11/2021,713765,Debt Consolidation,B3, 36 months,Verified,92000,0.1702,491.94,0.1112,15000,22,16543,Good Loan
Fully Paid,11/12/2021,942424,Debt Consolidation,B3, 36 months,Verified,90722,0.1598,589.22,0.1099,18000,18,19974,Good Loan
Fully Paid,5/13/2021,656743,Debt Consolidation,B3, 36 months,Verified,75000,0.2077,557.53,0.1112,17000,15,20021,Good Loan
Fully Paid,9/14/2021,1261965,Debt Consolidation,B5, 36 months,Verified,64049,0.193,670.9,0.1269,20000,10,24048,Good Loan
Fully Paid,3/13/2021,1263708,Debt Consolidation,B5, 36 months,Verified,60000,0.2084,571.94,0.1269,17050,46,19183,Good Loan
Fully Paid,7/14/2021,965048,Debt Consolidation,B5, 36 months,Verified,180000,0.1115,464.94,0.1199,14000,24,16738,Good Loan
Fully Paid,7/11/2021,532954,Debt Consolidation,B1, 36 months,Verified,76080,0.1506,393.65,0.1114,12000,27,13755,Good Loan
Fully Paid,12/13/2021,1098462,Debt Consolidation,B1, 36 months,Verified,55000,0.2485,398.79,0.0991,12375,37,14147,Good Loan
Fully Paid,10/11/2021,653151,Debt Consolidation,B3, 36 months,Verified,156600,0.1445,814,0.1062,25000,33,27747,Good Loan
Fully Paid,9/13/2021,827383,Debt Consolidation,B4, 36 months,Verified,55000,0.1505,387.15,0.0999,12000,13,13891,Good Loan
Fully Paid,3/14/2021,851650,Debt Consolidation,B5, 36 months,Verified,90000,0.146,590.24,0.1111,18000,46,21249,Good Loan
Fully Paid,10/11/2021,509041,Debt Consolidation,B3, 36 months,Verified,90000,0.0412,308.15,0.1183,9300,13,10901,Good Loan
Fully Paid,7/12/2021,1253681,Debt Consolidation,B4, 36 months,Verified,56000,0.1258,334.16,0.1242,10000,29,10585,Good Loan
Fully Paid,1/14/2022,1284880,Debt Consolidation,B1, 36 months,Verified,50000,0.2131,601,0.0991,18650,26,21636,Good Loan
Fully Paid,1/14/2022,1258162,Debt Consolidation,B2, 36 months,Verified,160000,0.0991,1140.07,0.1065,35000,43,41042,Good Loan
Fully Paid,6/12/2021,865431,Debt Consolidation,B3, 36 months,Verified,60000,0.1546,486.62,0.1037,15000,28,16524,Good Loan
Fully Paid,9/14/2021,1026853,Debt Consolidation,B3, 36 months,Verified,200000,0.2456,589.22,0.1099,18000,37,21212,Good Loan
Fully Paid,9/12/2021,495294,Debt Consolidation,B4, 36 months,Verified,75000,0.1525,331.64,0.1189,10000,33,11967,Good Loan
Fully Paid,9/14/2021,1230107,Debt Consolidation,B4, 36 months,Verified,90000,0.1334,434.4,0.1242,13000,20,15612,Good Loan
Fully Paid,5/13/2021,754185,Debt Consolidation,B5, 36 months,Verified,72000,0.0025,165.74,0.1186,5000,28,5933,Good Loan
Fully Paid,3/13/2021,1050033,Debt Consolidation,B5, 36 months,Verified,145000,0.2129,697.41,0.1199,21000,39,23991,Good Loan
Fully Paid,10/14/2021,1088074,Debt Consolidation,B1, 36 months,Verified,114000,0.2435,612.99,0.0999,19000,47,22068,Good Loan
Fully Paid,12/14/2021,1232347,Debt Consolidation,B1, 36 months,Verified,95000,0.2088,483.38,0.0991,15000,62,17401,Good Loan
Fully Paid,5/12/2021,1192681,Debt Consolidation,B1, 36 months,Verified,26004,0.1209,322.25,0.0991,10000,36,10432,Good Loan
Fully Paid,11/14/2021,1205085,Debt Consolidation,B5, 36 months,Verified,46000,0.151,369,0.1269,11000,18,13284,Good Loan
Fully Paid,4/14/2021,883794,Debt Consolidation,B5, 36 months,Verified,100000,0.1039,393.5,0.1111,12000,33,14166,Good Loan
Fully Paid,9/13/2021,714304,Debt Consolidation,B5, 36 months,Verified,150000,0.0468,258.56,0.1186,7800,35,9308,Good Loan
Fully Paid,5/14/2021,1228059,Debt Consolidation,B3, 36 months,Verified,55000,0.2354,124.87,0.1171,3775,29,4462,Good Loan
Fully Paid,3/14/2021,1117477,Debt Consolidation,B5, 36 months,Verified,75000,0.1853,497.31,0.1269,14825,22,17721,Good Loan
Fully Paid,11/12/2021,548405,Debt Consolidation,B5, 36 months,Verified,64000,0.1078,334.67,0.1253,10000,33,12048,Good Loan
Fully Paid,3/13/2021,608130,Debt Consolidation,B5, 36 months,Verified,71000,0.0825,658.23,0.1136,20000,39,23697,Good Loan
Fully Paid,6/13/2021,742407,Debt Consolidation,B1, 36 months,Verified,96000,0.1994,162.23,0.1038,5000,37,5827,Good Loan
Fully Paid,1/14/2022,1255918,Debt Consolidation,B4, 36 months,Verified,40000,0.0966,250.62,0.1242,7500,11,9022,Good Loan
Fully Paid,10/12/2021,1068024,Debt Consolidation,B1, 36 months,Verified,100000,0.1441,462.97,0.0999,14350,25,15504,Good Loan
Fully Paid,7/13/2021,1075368,Debt Consolidation,B1, 36 months,Verified,65000,0.2164,483.94,0.0999,15000,43,16961,Good Loan
Fully Paid,11/12/2021,536888,Debt Consolidation,B1, 36 months,Verified,110000,0.2169,656.07,0.1114,20000,40,23620,Good Loan
Fully Paid,2/12/2021,797673,Debt Consolidation,B2, 36 months,Verified,45288,0.226,481.94,0.0925,20500,46,16387,Good Loan
Fully Paid,8/12/2021,835716,Debt Consolidation,B2, 36 months,Verified,59020.51,0.198,225.88,0.1,7000,24,7794,Good Loan
Fully Paid,10/12/2021,750185,Debt Consolidation,B2, 36 months,Verified,108000,0.1612,791.05,0.1075,24250,25,27861,Good Loan
Fully Paid,4/11/2021,389558,Debt Consolidation,B2, 36 months,Verified,70596,0.1161,328.64,0.1126,10000,33,11667,Good Loan
Fully Paid,11/12/2021,713727,Debt Consolidation,B2, 36 months,Verified,70000,0.2112,326.21,0.1075,10000,38,11588,Good Loan
Fully Paid,5/13/2021,712173,Debt Consolidation,B3, 36 months,Verified,86000,0.1144,303.36,0.1112,9250,16,10766,Good Loan
Fully Paid,9/14/2021,1041539,Debt Consolidation,B3, 36 months,Verified,125000,0.1446,982.02,0.1099,30000,45,35353,Good Loan
Fully Paid,2/13/2021,989590,Debt Consolidation,B4, 36 months,Verified,70000,0.0684,197.83,0.1149,6000,44,6818,Good Loan
Fully Paid,4/13/2021,714228,Debt Consolidation,B4, 36 months,Verified,125000,0.2052,824.29,0.1149,25000,51,29559,Good Loan
Fully Paid,8/12/2021,1017461,Debt Consolidation,B4, 36 months,Verified,55152,0.2261,527.55,0.1149,16000,28,17482,Good Loan
Fully Paid,4/12/2021,827566,Debt Consolidation,B5, 36 months,Verified,30000,0.0708,209.87,0.1111,6400,26,7098,Good Loan
Fully Paid,8/14/2021,1005040,Debt Consolidation,B5, 36 months,Verified,45000,0.0523,114.58,0.1199,3450,11,4125,Good Loan
Fully Paid,8/13/2021,699902,Debt Consolidation,B5, 36 months,Verified,75000,0.0557,182.32,0.1186,5500,22,6564,Good Loan
Fully Paid,5/13/2021,1036205,Debt Consolidation,B5, 36 months,Verified,120000,0.2286,284.78,0.1199,8575,37,9844,Good Loan
Fully Paid,9/12/2021,708049,Debt Consolidation,B5, 36 months,Verified,224000,0.0917,828.69,0.1186,25000,45,29216,Good Loan
Fully Paid,3/13/2021,809380,Debt Consolidation,B5, 36 months,Verified,85000,0.2456,810.92,0.1036,25000,52,28749,Good Loan
Fully Paid,8/14/2021,1008964,Debt Consolidation,B5, 36 months,Verified,55500,0.2484,261.53,0.1199,7875,37,9415,Good Loan
Fully Paid,6/13/2021,667864,Debt Consolidation,B2, 36 months,Verified,101004,0.1347,453.39,0.1025,14000,15,16323,Good Loan
Fully Paid,12/14/2021,1233598,Debt Consolidation,B2, 36 months,Verified,156000,0.1099,1140.07,0.1065,35000,26,41042,Good Loan
Fully Paid,3/12/2021,947464,Debt Consolidation,B3, 36 months,Verified,82000,0.1343,654.68,0.1099,20000,21,21490,Good Loan
Fully Paid,6/12/2021,435442,Debt Consolidation,B4, 36 months,Verified,32000,0.1781,464.3,0.1189,14000,49,16715,Good Loan
Fully Paid,7/12/2021,988712,Debt Consolidation,B5, 36 months,Verified,24000,0.1685,318.82,0.1199,9600,13,10529,Good Loan
Fully Paid,7/11/2021,820794,Debt Consolidation,B3, 36 months,Verified,120000,0.1294,802.23,0.0962,25000,34,25954,Good Loan
Fully Paid,3/14/2021,848422,Debt Consolidation,B3, 36 months,Verified,64000,0.2291,429.04,0.1037,13225,26,15447,Good Loan
Fully Paid,1/12/2022,639260,Debt Consolidation,B1, 36 months,Verified,54000,0.1704,322.11,0.0988,10000,27,11533,Good Loan
Fully Paid,8/13/2021,687017,Debt Consolidation,B3, 36 months,Verified,74700,0.1998,647.72,0.1112,19750,13,23320,Good Loan
Fully Paid,12/12/2021,805324,Debt Consolidation,B4, 36 months,Verified,80000,0.1713,400.06,0.0999,12400,23,14067,Good Loan
Fully Paid,11/14/2021,1201713,Debt Consolidation,B4, 36 months,Verified,50000,0.1493,730.13,0.1242,21850,32,26284,Good Loan
Fully Paid,10/13/2021,814838,Debt Consolidation,B1, 36 months,Verified,43000,0.1359,476.16,0.0888,15000,27,17108,Good Loan
Fully Paid,9/12/2021,513242,Debt Consolidation,B2, 36 months,Verified,105000,0.0723,659.37,0.1148,20000,25,23737,Good Loan
Fully Paid,4/11/2021,746963,Debt Consolidation,B3, 36 months,Verified,81120,0.2472,262.37,0.1112,8000,25,8353,Good Loan
Fully Paid,10/13/2021,734047,Debt Consolidation,B3, 36 months,Verified,97700,0.1495,819.89,0.1112,25000,42,29519,Good Loan
Fully Paid,12/13/2021,1029064,Debt Consolidation,B3, 36 months,Verified,80000,0.1372,654.68,0.1099,20000,30,23281,Good Loan
Fully Paid,6/14/2021,962486,Debt Consolidation,B4, 36 months,Verified,35000,0.0778,184.64,0.1149,5600,15,6645,Good Loan
Fully Paid,12/14/2021,1138838,Debt Consolidation,B5, 36 months,Verified,70000,0.1617,1067.57,0.1269,31825,21,38432,Good Loan
Fully Paid,4/11/2021,781881,Debt Consolidation,B5, 36 months,Verified,49500,0.1973,324.37,0.1036,10000,29,10334,Good Loan
Fully Paid,7/13/2021,939776,Debt Consolidation,B1, 36 months,Verified,60000,0.2032,133.09,0.0999,4125,48,4679,Good Loan
Fully Paid,12/11/2021,713263,Debt Consolidation,B4, 36 months,Verified,65000,0.2086,362.69,0.1149,11000,11,12244,Good Loan
Fully Paid,2/14/2021,822315,Debt Consolidation,B5, 36 months,Verified,52000,0.1835,253.01,0.1036,7800,21,9126,Good Loan
Fully Paid,12/10/2021,614443,Debt Consolidation,B2, 36 months,Verified,110000,0.0541,770.76,0.1025,23800,37,24552,Good Loan
Fully Paid,6/12/2021,1089045,Debt Consolidation,B5, 36 months,Verified,80000,0.1992,248.24,0.1269,7400,18,7660,Good Loan
Fully Paid,8/14/2021,1005561,Debt Consolidation,B1, 36 months,Verified,65000,0.2437,443.61,0.0999,13750,42,15970,Good Loan
Fully Paid,3/14/2021,840310,Debt Consolidation,B4, 36 months,Verified,46028.1,0.195,587.09,0.1074,18000,42,21136,Good Loan
Fully Paid,3/14/2021,852228,Debt Consolidation,B1, 36 months,Verified,130000,0.0658,385.13,0.0963,12000,33,13866,Good Loan
Fully Paid,5/11/2021,429207,Debt Consolidation,B4, 36 months,Verified,72000,0.223,596.96,0.1189,18000,34,21049,Good Loan
Fully Paid,7/14/2021,949326,Debt Consolidation,B5, 36 months,Verified,145000,0.1123,830.24,0.1199,25000,24,29889,Good Loan
Fully Paid,7/12/2021,639547,Debt Consolidation,B2, 36 months,Verified,55000,0.1159,323.85,0.1025,10000,15,11402,Good Loan
Fully Paid,3/11/2021,394328,Debt Consolidation,B4, 36 months,Verified,59000,0.0669,716.35,0.1189,21600,21,24877,Good Loan
Fully Paid,3/14/2021,846257,Debt Consolidation,B5, 36 months,Verified,80000,0.0813,213.15,0.1111,6500,20,7673,Good Loan
